index,time,icon,temperature,humidity,pressure,cloudCover,windSpeed,uvIndex,visibility,date_time
5716,1525766400,clear-night,46.31,0.9,1024.1,0.04,0.05,0.0,5.83,201805080400
5717,1525770000,partly-cloudy-night,45.6,0.93,1024.3,0.45,0.05,0.0,2.895,201805080500
5718,1525773600,fog,45.46,0.93,1024.6,0.47,0.12,0.0,0.26,201805080600
5719,1525777200,fog,46.93,0.93,1025.5,1.0,0.13,0.0,0.253,201805080700
5720,1525780800,fog,49.66,0.92,1025.9,1.0,0.12,1.0,0.882,201805080800
5721,1525784400,partly-cloudy-day,53.79,0.85,1026.3,0.84,0.57,3.0,9.736,201805080900
5722,1525788000,clear-day,60.19,0.69,1026.4,0.08,0.88,6.0,9.997,201805081000
5723,1525791600,clear-day,63.92,0.58,1026.3,0.0,2.46,8.0,9.997,201805081100
5724,1525795200,clear-day,66.33,0.55,1025.6,0.0,2.42,9.0,9.997,201805081200
5725,1525798800,clear-day,67.77,0.52,1024.9,0.0,2.9,9.0,9.997,201805081300
5726,1525802400,clear-day,67.63,0.5,1024.4,0.0,3.7,8.0,9.997,201805081400
5727,1525806000,clear-day,67.16,0.5,1023.8,0.14,3.42,6.0,9.997,201805081500
5728,1525809600,clear-day,65.54,0.54,1023.1,0.1,3.88,4.0,9.997,201805081600
5729,1525813200,clear-day,63.53,0.56,1022.7,0.17,3.8,2.0,9.997,201805081700
5730,1525816800,clear-day,66.79,0.49,1022.6,0.0,3.63,1.0,9.997,201805081800
5731,1525820400,clear-day,66.21,0.47,1022.4,0.0,2.58,0.0,9.997,201805081900
5732,1525824000,clear-night,62.94,0.54,1022.5,0.0,1.95,0.0,9.997,201805082000
5733,1525827600,clear-night,59.38,0.55,1022.6,0.0,2.31,0.0,9.997,201805082100
5734,1525831200,clear-night,58.93,0.49,1023.0,0.0,0.73,0.0,9.997,201805082200
5735,1525834800,clear-night,56.35,0.62,1022.5,0.0,0.78,0.0,9.997,201805082300
5736,1525838400,clear-night,54.19,0.73,1022.3,0.0,0.91,0.0,9.997,201805090000
5737,1525842000,clear-night,52.56,0.81,1022.4,0.0,0.31,0.0,9.997,201805090100
5738,1525845600,,51.43,0.82,1021.9,,0.69,0.0,4.33,201805090200
5739,1525849200,cloudy,50.4,0.84,1021.7,1.0,0.24,0.0,2.1919999999999997,201805090300
5740,1525852800,clear-night,49.0,0.89,1021.8,0.0,0.64,0.0,9.7,201805090400
5741,1525856400,clear-night,48.45,0.9,1021.7,0.0,0.19,0.0,9.587,201805090500
5742,1525860000,clear-day,47.99,0.9,1022.0,0.17,0.25,0.0,9.728,201805090600
5743,1525863600,clear-day,50.76,0.87,1022.2,0.0,0.19,0.0,9.97,201805090700
5744,1525867200,clear-day,59.94,0.64,1022.0,0.0,0.15,2.0,9.997,201805090800
5745,1525870800,clear-day,63.67,0.56,1022.1,0.0,0.43,4.0,9.997,201805090900
5746,1525874400,clear-day,69.0,0.48,1022.3,0.0,1.11,6.0,9.997,201805091000
5747,1525878000,clear-day,69.39,0.48,1022.0,0.0,2.1,8.0,9.997,201805091100
5748,1525881600,clear-day,69.85,0.47,1021.9,0.0,4.07,9.0,9.997,201805091200
5749,1525885200,clear-day,69.08,0.43,1021.9,0.0,3.59,9.0,9.997,201805091300
5750,1525888800,clear-day,68.59,0.47,1021.8,0.0,3.68,8.0,9.997,201805091400
5751,1525892400,clear-day,68.97,0.45,1021.3,0.0,4.87,7.0,9.997,201805091500
5752,1525896000,clear-day,67.67,0.48,1021.4,0.0,3.3,4.0,9.997,201805091600
5753,1525899600,clear-day,63.0,0.6,1021.4,0.11,3.73,2.0,9.997,201805091700
5754,1525903200,clear-day,56.76,0.73,1021.2,0.0,3.6,1.0,9.997,201805091800
5755,1525906800,clear-day,53.33,0.8,1020.7,0.07,2.27,0.0,9.701,201805091900
5756,1525910400,clear-night,50.6,0.86,1020.6,0.21,1.91,0.0,8.373,201805092000
5757,1525914000,partly-cloudy-night,49.46,0.9,1020.4,0.54,2.21,0.0,6.8660000000000005,201805092100
5758,1525917600,fog,47.93,0.95,1020.9,0.99,2.01,0.0,0.945,201805092200
5759,1525921200,cloudy,48.94,0.95,1020.6,1.0,0.55,0.0,3.411,201805092300
5760,1525924800,fog,48.94,0.97,1020.1,1.0,0.39,0.0,1.209,201805100000
5761,1525928400,fog,48.94,0.98,1019.9,1.0,0.38,0.0,1.1520000000000001,201805100100
5762,1525932000,fog,49.93,0.95,1019.1,1.0,0.55,0.0,1.5619999999999998,201805100200
5763,1525935600,cloudy,49.93,0.95,1018.7,1.0,1.24,0.0,2.937,201805100300
5764,1525939200,cloudy,49.93,0.95,1018.5,1.0,2.08,0.0,2.926,201805100400
5765,1525942800,cloudy,49.93,0.95,1018.0,1.0,1.45,0.0,4.819,201805100500
5766,1525946400,cloudy,49.93,0.94,1017.7,1.0,0.98,0.0,6.52,201805100600
5767,1525950000,cloudy,49.93,0.94,1017.3,1.0,0.34,0.0,6.577999999999999,201805100700
5768,1525953600,cloudy,49.93,0.95,1017.0,1.0,0.82,1.0,4.78,201805100800
5769,1525957200,cloudy,50.93,0.94,1016.1,1.0,0.75,3.0,4.895,201805100900
5770,1525960800,cloudy,51.95,0.92,1015.8,1.0,1.05,3.0,9.546,201805101000
5771,1525964400,cloudy,56.87,0.8,1015.1,0.92,1.16,4.0,9.997,201805101100
5772,1525968000,partly-cloudy-day,62.23,0.7,1014.2,0.75,2.41,6.0,9.997,201805101200
5773,1525971600,clear-day,64.71,0.64,1012.9,0.0,2.86,9.0,9.997,201805101300
5774,1525975200,clear-day,68.88,0.56,1011.8,0.0,3.63,8.0,9.997,201805101400
5775,1525978800,clear-day,66.27,0.6,1010.1,0.14,3.88,6.0,9.997,201805101500
5776,1525982400,partly-cloudy-day,62.36,0.67,1009.0,0.73,4.59,3.0,9.997,201805101600
5777,1525986000,partly-cloudy-day,69.94,0.56,1007.6,0.74,4.97,2.0,9.997,201805101700
5778,1525989600,partly-cloudy-day,67.94,0.59,1006.8,0.7,5.27,1.0,9.997,201805101800
5779,1525993200,partly-cloudy-day,65.94,0.61,1006.9,0.35,6.29,0.0,9.997,201805101900
5780,1525996800,clear-night,65.94,0.59,1007.0,0.25,6.19,0.0,9.997,201805102000
5781,1526000400,clear-night,63.95,0.63,1006.8,0.0,3.57,0.0,9.997,201805102100
5782,1526004000,clear-night,62.94,0.69,1007.2,0.0,3.6,0.0,9.997,201805102200
5783,1526007600,clear-night,61.94,0.73,1007.4,0.0,3.03,0.0,9.997,201805102300
5784,1526011200,clear-night,60.94,0.77,1007.6,0.0,3.01,0.0,9.997,201805110000
5785,1526014800,clear-night,60.94,0.78,1007.2,0.0,2.07,0.0,9.997,201805110100
5786,1526018400,clear-night,60.94,0.77,1007.1,0.0,2.24,0.0,9.997,201805110200
5787,1526022000,clear-night,59.69,0.8,1007.5,0.0,1.96,0.0,9.997,201805110300
5788,1526025600,clear-night,58.12,0.81,1008.2,0.0,2.12,0.0,9.997,201805110400
5789,1526029200,clear-night,57.27,0.8,1008.8,0.0,1.34,0.0,9.997,201805110500
5790,1526032800,clear-day,56.95,0.79,1010.0,0.0,0.67,0.0,8.105,201805110600
5791,1526036400,clear-day,59.9,0.72,1010.6,0.08,2.86,1.0,9.997,201805110700
5792,1526040000,clear-day,62.94,0.59,1011.5,0.31,5.29,2.0,9.997,201805110800
5793,1526043600,partly-cloudy-day,60.94,0.57,1013.1,0.45,5.95,3.0,9.997,201805110900
5794,1526047200,partly-cloudy-day,60.94,0.52,1013.8,0.4,6.82,5.0,9.997,201805111000
5795,1526050800,partly-cloudy-day,59.94,0.49,1014.3,0.4,4.19,6.0,9.997,201805111100
5796,1526054400,clear-day,61.94,0.43,1014.4,0.22,5.02,8.0,9.997,201805111200
5797,1526058000,clear-day,63.95,0.37,1014.4,0.09,3.39,9.0,9.997,201805111300
5798,1526061600,clear-day,65.94,0.34,1014.8,0.18,2.79,8.0,9.997,201805111400
5799,1526065200,clear-day,68.33,0.3,1014.7,0.0,2.33,7.0,9.997,201805111500
5800,1526068800,clear-day,69.34,0.26,1014.4,0.0,4.03,4.0,9.997,201805111600
5801,1526072400,clear-day,68.95,0.22,1015.5,0.0,3.6,2.0,9.997,201805111700
5802,1526076000,clear-day,68.95,0.19,1016.0,0.0,2.73,1.0,9.997,201805111800
5803,1526079600,clear-day,65.94,0.22,1017.2,0.0,1.81,0.0,9.997,201805111900
5804,1526083200,clear-night,58.94,0.31,1017.8,0.0,0.78,0.0,9.997,201805112000
5805,1526086800,clear-night,58.94,0.41,1018.5,0.0,0.42,0.0,9.997,201805112100
5806,1526090400,clear-night,55.27,0.55,1019.3,0.0,0.4,0.0,9.997,201805112200
5807,1526094000,clear-night,53.1,0.64,1020.1,0.0,0.29,0.0,9.997,201805112300
5808,1526097600,clear-night,50.76,0.69,1020.9,0.0,0.28,0.0,9.997,201805120000
5809,1526101200,clear-night,49.84,0.66,1021.6,0.0,0.11,0.0,9.997,201805120100
5810,1526104800,clear-night,48.75,0.73,1021.5,0.0,0.55,0.0,9.997,201805120200
5811,1526108400,clear-night,48.25,0.64,1021.6,0.0,0.76,0.0,9.997,201805120300
5812,1526112000,clear-night,48.3,0.6,1022.1,0.0,1.66,0.0,9.997,201805120400
5813,1526115600,clear-night,48.91,0.61,1022.6,0.19,0.94,0.0,9.997,201805120500
5814,1526119200,partly-cloudy-day,50.93,0.56,1022.9,0.73,1.89,0.0,9.997,201805120600
5815,1526122800,partly-cloudy-day,50.93,0.58,1023.4,0.76,2.4,0.0,9.997,201805120700
5816,1526126400,partly-cloudy-day,50.93,0.56,1023.4,0.77,3.37,1.0,9.997,201805120800
5817,1526130000,cloudy,51.42,0.6,1023.5,0.99,3.62,3.0,9.997,201805120900
5818,1526133600,cloudy,51.56,0.65,1023.2,1.0,2.99,4.0,9.997,201805121000
5819,1526137200,cloudy,51.03,0.72,1023.6,1.0,1.76,4.0,8.139,201805121100
5820,1526140800,cloudy,49.93,0.8,1022.6,1.0,2.0,4.0,7.12,201805121200
5821,1526144400,rain,49.93,0.85,1021.8,1.0,0.87,4.0,5.966,201805121300
5822,1526148000,rain,50.93,0.84,1021.2,1.0,0.74,4.0,9.657,201805121400
5823,1526151600,rain,49.93,0.88,1020.3,1.0,0.38,4.0,9.728,201805121500
5824,1526155200,rain,48.94,0.92,1019.8,1.0,0.8,3.0,3.827,201805121600
5825,1526158800,rain,49.93,0.9,1020.0,1.0,0.88,2.0,2.4859999999999998,201805121700
5826,1526162400,rain,49.93,0.91,1019.7,1.0,0.67,1.0,3.009,201805121800
5827,1526166000,rain,49.93,0.91,1019.9,1.0,1.01,0.0,5.033,201805121900
5828,1526169600,rain,49.93,0.91,1019.7,1.0,0.81,0.0,5.247000000000001,201805122000
5829,1526173200,cloudy,49.93,0.91,1020.1,1.0,1.05,0.0,7.237999999999999,201805122100
5830,1526176800,cloudy,49.93,0.92,1019.7,1.0,0.37,0.0,6.8260000000000005,201805122200
5831,1526180400,fog,49.93,0.92,1019.6,1.0,0.12,0.0,1.875,201805122300
5832,1526184000,cloudy,49.93,0.91,1020.1,1.0,0.96,0.0,8.158999999999999,201805130000
5833,1526187600,cloudy,49.93,0.91,1019.9,1.0,0.49,0.0,6.773,201805130100
5834,1526191200,cloudy,48.94,0.92,1020.1,1.0,1.59,0.0,6.541,201805130200
5835,1526194800,cloudy,48.94,0.91,1020.3,1.0,1.31,0.0,5.691,201805130300
5836,1526198400,fog,47.72,0.94,1020.4,1.0,0.88,0.0,1.901,201805130400
5837,1526202000,cloudy,47.64,0.94,1021.2,1.0,0.31,0.0,2.918,201805130500
5838,1526205600,cloudy,47.55,0.94,1021.4,1.0,0.39,0.0,2.543,201805130600
5839,1526209200,cloudy,47.72,0.94,1022.0,1.0,0.68,0.0,5.7989999999999995,201805130700
5840,1526212800,cloudy,48.38,0.92,1023.0,1.0,1.29,1.0,6.084,201805130800
5841,1526216400,cloudy,48.81,0.92,1022.6,1.0,0.88,3.0,9.825,201805130900
5842,1526220000,cloudy,50.18,0.88,1022.7,1.0,1.46,4.0,9.947000000000001,201805131000
5843,1526223600,cloudy,51.35,0.86,1023.4,1.0,1.44,4.0,9.971,201805131100
5844,1526227200,cloudy,51.91,0.85,1023.4,1.0,0.42,4.0,9.971,201805131200
5845,1526230800,cloudy,53.98,0.79,1023.0,1.0,1.35,4.0,9.997,201805131300
5846,1526234400,cloudy,56.1,0.74,1022.5,0.99,2.13,4.0,9.997,201805131400
5847,1526238000,partly-cloudy-day,57.41,0.71,1021.8,0.77,2.58,4.0,9.997,201805131500
5848,1526241600,partly-cloudy-day,57.52,0.7,1020.8,0.71,2.62,3.0,9.997,201805131600
5849,1526245200,clear-day,56.87,0.71,1020.4,0.11,2.26,2.0,9.997,201805131700
5850,1526248800,partly-cloudy-day,56.04,0.73,1020.0,0.42,3.07,1.0,9.997,201805131800
5851,1526252400,clear-day,53.99,0.78,1019.8,0.19,1.49,0.0,9.997,201805131900
5852,1526256000,partly-cloudy-night,50.93,0.87,1019.7,0.41,1.2,0.0,9.997,201805132000
5853,1526259600,clear-night,50.93,0.86,1019.5,0.19,0.68,0.0,9.997,201805132100
5854,1526263200,partly-cloudy-night,50.93,0.86,1019.6,0.41,1.11,0.0,9.997,201805132200
5855,1526266800,clear-night,50.93,0.84,1019.0,0.05,0.57,0.0,9.997,201805132300
5856,1526270400,clear-night,48.82,0.91,1018.3,0.04,1.21,0.0,9.997,201805140000
5857,1526274000,partly-cloudy-night,49.93,0.87,1018.2,0.4,0.82,0.0,9.997,201805140100
5858,1526277600,partly-cloudy-night,49.14,0.91,1017.4,0.47,0.84,0.0,9.997,201805140200
5859,1526281200,partly-cloudy-night,49.31,0.91,1016.8,0.76,0.8,0.0,9.997,201805140300
5860,1526284800,cloudy,49.74,0.9,1016.5,0.97,0.13,0.0,9.997,201805140400
5861,1526288400,cloudy,49.85,0.9,1016.3,1.0,0.55,0.0,9.997,201805140500
5862,1526292000,cloudy,50.28,0.9,1016.5,1.0,0.49,0.0,9.997,201805140600
5863,1526295600,cloudy,51.39,0.89,1016.8,1.0,0.64,0.0,9.904,201805140700
5864,1526299200,cloudy,53.32,0.86,1016.6,1.0,1.26,1.0,9.997,201805140800
5865,1526302800,cloudy,55.16,0.82,1016.4,0.88,2.53,3.0,9.997,201805140900
5866,1526306400,cloudy,58.37,0.75,1015.7,1.0,2.5,4.0,9.997,201805141000
5867,1526310000,cloudy,60.67,0.72,1015.4,1.0,2.3,4.0,9.997,201805141100
5868,1526313600,cloudy,60.94,0.73,1015.1,1.0,1.44,4.0,9.997,201805141200
5869,1526317200,cloudy,62.94,0.7,1015.0,1.0,2.96,4.0,9.997,201805141300
5870,1526320800,partly-cloudy-day,68.69,0.6,1014.0,0.75,2.11,5.0,9.997,201805141400
5871,1526324400,clear-day,72.18,0.54,1013.3,0.24,3.01,6.0,9.997,201805141500
5872,1526328000,clear-day,73.72,0.53,1012.7,0.0,2.84,4.0,9.997,201805141600
5873,1526331600,clear-day,74.91,0.5,1011.9,0.0,1.81,2.0,9.997,201805141700
5874,1526335200,clear-day,73.92,0.5,1011.7,0.0,2.58,1.0,9.997,201805141800
5875,1526338800,clear-day,69.94,0.59,1011.0,0.0,1.62,0.0,9.997,201805141900
5876,1526342400,clear-night,65.94,0.67,1011.3,0.0,2.45,0.0,9.997,201805142000
5877,1526346000,clear-night,63.95,0.71,1011.6,0.0,1.82,0.0,9.997,201805142100
5878,1526349600,clear-night,60.94,0.78,1012.3,0.0,1.92,0.0,9.997,201805142200
5879,1526353200,clear-night,59.94,0.79,1012.2,0.0,1.97,0.0,9.997,201805142300
5880,1526356800,clear-night,59.94,0.81,1012.4,0.0,1.92,0.0,9.997,201805150000
5881,1526360400,clear-night,59.94,0.81,1012.3,0.0,1.37,0.0,9.997,201805150100
5882,1526364000,clear-night,59.94,0.82,1012.1,0.0,1.97,0.0,9.997,201805150200
5883,1526367600,clear-night,59.94,0.84,1011.9,0.23,1.6,0.0,9.997,201805150300
5884,1526371200,clear-night,59.94,0.85,1011.1,0.19,0.97,0.0,9.997,201805150400
5885,1526374800,clear-night,59.94,0.85,1010.7,0.08,1.23,0.0,9.956,201805150500
5886,1526378400,clear-day,57.95,0.91,1010.3,0.07,1.84,0.0,9.834,201805150600
5887,1526382000,partly-cloudy-day,58.94,0.91,1010.6,0.72,1.25,1.0,8.99,201805150700
5888,1526385600,partly-cloudy-day,59.94,0.93,1010.6,0.73,2.38,2.0,6.2079999999999975,201805150800
5889,1526389200,partly-cloudy-day,62.94,0.89,1010.4,0.75,3.0,3.0,8.129,201805150900
5890,1526392800,partly-cloudy-day,69.75,0.75,1009.7,0.72,4.04,4.0,9.957,201805151000
5891,1526396400,clear-day,73.54,0.7,1009.4,0.19,4.67,7.0,9.997,201805151100
5892,1526400000,partly-cloudy-day,73.95,0.73,1009.0,0.44,6.07,7.0,9.997,201805151200
5893,1526403600,partly-cloudy-day,76.94,0.64,1008.4,0.72,4.17,6.0,9.997,201805151300
5894,1526407200,partly-cloudy-day,82.1,0.53,1006.8,0.41,4.13,7.0,9.997,201805151400
5895,1526410800,clear-day,82.95,0.51,1005.4,0.0,4.75,7.0,9.997,201805151500
5896,1526414400,partly-cloudy-day,84.09,0.5,1004.6,0.73,3.48,3.0,9.997,201805151600
5897,1526418000,cloudy,79.94,0.61,1005.8,0.97,1.72,2.0,8.113,201805151700
5898,1526421600,rain,66.95,0.91,1008.3,1.0,2.88,1.0,3.637,201805151800
5899,1526425200,rain,64.95,0.88,1009.9,1.0,3.15,0.0,5.879,201805151900
5900,1526428800,rain,59.94,0.97,1010.8,1.0,1.51,0.0,8.038,201805152000
5901,1526432400,rain,60.94,0.89,1012.7,0.77,0.97,0.0,8.982999999999997,201805152100
5902,1526436000,rain,60.94,0.9,1013.6,1.0,0.56,0.0,9.997,201805152200
5903,1526439600,partly-cloudy-night,60.48,0.91,1014.5,0.74,0.44,0.0,9.744,201805152300
5904,1526443200,partly-cloudy-night,59.56,0.92,1015.0,0.32,0.26,0.0,9.622,201805160000
5905,1526446800,partly-cloudy-night,58.17,0.94,1015.7,0.42,0.4,0.0,9.669,201805160100
5906,1526450400,partly-cloudy-night,57.38,0.93,1015.8,0.73,0.6,0.0,9.687999999999999,201805160200
5907,1526454000,partly-cloudy-night,56.35,0.94,1016.4,0.71,0.59,0.0,9.327,201805160300
5908,1526457600,partly-cloudy-night,55.87,0.92,1016.8,0.72,0.87,0.0,9.561,201805160400
5909,1526461200,partly-cloudy-night,55.05,0.93,1017.5,0.74,1.48,0.0,9.516,201805160500
5910,1526464800,partly-cloudy-day,54.66,0.9,1018.3,0.72,2.24,0.0,9.606,201805160600
5911,1526468400,partly-cloudy-day,54.94,0.84,1020.3,0.48,4.0,1.0,9.997,201805160700
5912,1526472000,partly-cloudy-day,53.94,0.75,1022.0,0.46,4.04,2.0,9.997,201805160800
5913,1526475600,clear-day,55.37,0.66,1022.4,0.16,4.13,4.0,9.997,201805160900
5914,1526479200,partly-cloudy-day,55.58,0.64,1022.6,0.71,5.33,4.0,9.997,201805161000
5915,1526482800,clear-day,56.85,0.64,1022.9,0.15,4.4,7.0,9.997,201805161100
5916,1526486400,clear-day,57.92,0.62,1023.3,0.25,3.54,8.0,9.997,201805161200
5917,1526490000,partly-cloudy-day,57.94,0.62,1023.2,0.74,3.49,6.0,9.997,201805161300
5918,1526493600,partly-cloudy-day,58.13,0.63,1022.8,0.5,2.78,6.0,9.997,201805161400
5919,1526497200,partly-cloudy-day,56.44,0.67,1022.5,0.35,3.01,6.0,9.997,201805161500
5920,1526500800,clear-day,54.93,0.71,1021.7,0.0,2.68,5.0,9.997,201805161600
5921,1526504400,cloudy,54.18,0.73,1021.4,0.92,2.72,2.0,9.997,201805161700
5922,1526508000,cloudy,53.87,0.76,1020.8,0.94,1.62,1.0,9.997,201805161800
5923,1526511600,cloudy,51.95,0.82,1020.1,0.96,1.21,0.0,9.997,201805161900
5924,1526515200,partly-cloudy-night,51.95,0.83,1020.2,0.75,1.28,0.0,9.997,201805162000
5925,1526518800,partly-cloudy-night,52.15,0.84,1020.3,0.65,0.68,0.0,9.997,201805162100
5926,1526522400,partly-cloudy-night,52.94,0.83,1019.7,0.75,0.32,0.0,9.997,201805162200
5927,1526526000,partly-cloudy-night,52.94,0.84,1019.0,0.84,0.34,0.0,9.997,201805162300
5928,1526529600,cloudy,51.95,0.88,1018.5,1.0,0.08,0.0,9.997,201805170000
5929,1526533200,cloudy,52.94,0.85,1017.9,1.0,0.16,0.0,9.997,201805170100
5930,1526536800,cloudy,51.95,0.9,1017.2,1.0,0.26,0.0,9.977,201805170200
5931,1526540400,cloudy,52.94,0.89,1016.7,1.0,0.2,0.0,9.693,201805170300
5932,1526544000,cloudy,53.94,0.87,1015.8,1.0,0.08,0.0,9.697000000000001,201805170400
5933,1526547600,cloudy,54.94,0.84,1015.3,0.99,0.26,0.0,9.948,201805170500
5934,1526551200,partly-cloudy-day,54.94,0.86,1015.3,0.74,0.08,0.0,9.875,201805170600
5935,1526554800,cloudy,55.95,0.86,1015.5,0.99,0.17,1.0,9.915,201805170700
5936,1526558400,cloudy,56.94,0.87,1016.0,0.99,1.08,1.0,9.971,201805170800
5937,1526562000,partly-cloudy-day,58.94,0.86,1016.0,0.5,1.37,3.0,9.997,201805170900
5938,1526565600,partly-cloudy-day,61.94,0.81,1015.8,0.72,1.1,4.0,9.997,201805171000
5939,1526569200,cloudy,63.95,0.81,1015.8,0.98,1.28,4.0,9.997,201805171100
5940,1526572800,partly-cloudy-day,63.95,0.82,1016.0,0.53,0.89,7.0,9.997,201805171200
5941,1526576400,partly-cloudy-day,66.95,0.75,1016.0,0.46,0.44,7.0,9.997,201805171300
5942,1526580000,partly-cloudy-day,68.95,0.72,1016.0,0.57,0.31,6.0,9.997,201805171400
5943,1526583600,partly-cloudy-day,70.95,0.67,1015.7,0.57,0.63,5.0,9.997,201805171500
5944,1526587200,partly-cloudy-day,70.95,0.64,1015.4,0.5,1.13,4.0,9.997,201805171600
5945,1526590800,clear-day,71.96,0.62,1015.5,0.0,1.46,2.0,9.997,201805171700
5946,1526594400,clear-day,74.34,0.61,1015.7,0.0,0.7,1.0,9.997,201805171800
5947,1526598000,clear-day,67.94,0.76,1016.1,0.0,1.4,0.0,9.997,201805171900
5948,1526601600,clear-night,66.95,0.83,1016.2,0.0,1.34,0.0,9.997,201805172000
5949,1526605200,clear-night,68.95,0.78,1016.7,0.0,0.8,0.0,9.777999999999999,201805172100
5950,1526608800,clear-night,66.95,0.82,1017.3,0.08,0.63,0.0,9.949,201805172200
5951,1526612400,clear-night,63.41,0.91,1017.5,0.0,0.37,0.0,9.91,201805172300
5952,1526616000,partly-cloudy-night,62.66,0.92,1018.3,0.41,0.45,0.0,9.885,201805180000
5953,1526619600,partly-cloudy-night,62.47,0.89,1018.8,0.43,0.9,0.0,9.764,201805180100
5954,1526623200,partly-cloudy-night,60.94,0.87,1020.1,0.38,4.41,0.0,7.2070000000000025,201805180200
5955,1526626800,partly-cloudy-night,59.94,0.75,1021.4,0.39,5.87,0.0,9.967,201805180300
5956,1526630400,partly-cloudy-night,58.94,0.64,1022.5,0.69,4.8,0.0,9.959,201805180400
5957,1526634000,partly-cloudy-night,57.95,0.54,1023.5,0.55,3.92,0.0,9.997,201805180500
5958,1526637600,cloudy,56.68,0.47,1024.5,0.99,3.9,0.0,9.997,201805180600
5959,1526641200,cloudy,55.95,0.49,1025.8,0.99,3.79,1.0,9.997,201805180700
5960,1526644800,cloudy,55.95,0.54,1027.2,0.98,4.73,1.0,9.997,201805180800
5961,1526648400,partly-cloudy-day,54.94,0.59,1028.5,0.51,5.5,3.0,9.997,201805180900
5962,1526652000,partly-cloudy-day,55.43,0.53,1029.2,0.71,4.82,4.0,9.997,201805181000
5963,1526655600,clear-day,56.08,0.48,1029.8,0.02,5.01,8.0,9.997,201805181100
5964,1526659200,clear-day,56.53,0.47,1030.3,0.11,5.89,9.0,9.997,201805181200
5965,1526662800,clear-day,56.75,0.47,1030.5,0.18,5.62,9.0,9.997,201805181300
5966,1526666400,clear-day,56.63,0.45,1030.6,0.02,4.74,9.0,9.997,201805181400
5967,1526670000,clear-day,56.51,0.46,1030.2,0.11,3.66,7.0,9.997,201805181500
5968,1526673600,clear-day,56.51,0.45,1029.9,0.08,2.89,4.0,9.997,201805181600
5969,1526677200,clear-day,56.06,0.43,1029.8,0.19,4.01,2.0,9.997,201805181700
5970,1526680800,clear-day,54.52,0.46,1029.7,0.24,3.61,1.0,9.997,201805181800
5971,1526684400,clear-day,51.95,0.5,1030.2,0.19,2.83,0.0,9.997,201805181900
5972,1526688000,clear-night,50.93,0.53,1030.2,0.0,1.84,0.0,9.997,201805182000
5973,1526691600,clear-night,48.88,0.59,1030.6,0.0,0.67,0.0,9.997,201805182100
5974,1526695200,clear-night,46.97,0.68,1030.9,0.0,0.88,0.0,9.997,201805182200
5975,1526698800,clear-night,45.98,0.73,1030.8,0.0,0.15,0.0,9.997,201805182300
5976,1526702400,clear-night,43.72,0.8,1030.9,0.0,0.19,0.0,9.997,201805190000
5977,1526706000,clear-night,42.27,0.86,1030.9,0.0,0.01,0.0,9.997,201805190100
5978,1526709600,clear-night,41.69,0.87,1030.7,0.0,0.07,0.0,9.997,201805190200
5979,1526713200,clear-night,40.67,0.9,1030.5,0.0,0.06,0.0,9.997,201805190300
5980,1526716800,clear-night,41.12,0.92,1030.1,0.0,0.36,0.0,9.941,201805190400
5981,1526720400,clear-night,42.35,0.91,1030.3,0.0,0.4,0.0,9.997,201805190500
5982,1526724000,clear-day,43.91,0.89,1030.1,0.0,0.74,0.0,9.997,201805190600
5983,1526727600,clear-day,46.99,0.85,1030.4,0.0,0.94,1.0,9.997,201805190700
5984,1526731200,clear-day,51.95,0.73,1030.5,0.24,2.25,2.0,9.997,201805190800
5985,1526734800,partly-cloudy-day,54.37,0.67,1030.5,0.71,2.98,3.0,9.997,201805190900
5986,1526738400,partly-cloudy-day,56.85,0.62,1030.3,0.74,4.79,4.0,9.997,201805191000
5987,1526742000,partly-cloudy-day,56.05,0.65,1029.7,0.75,3.81,5.0,9.997,201805191100
5988,1526745600,cloudy,56.65,0.65,1028.9,1.0,5.8,4.0,9.997,201805191200
5989,1526749200,cloudy,55.43,0.68,1028.3,1.0,5.76,4.0,9.977,201805191300
5990,1526752800,rain,53.85,0.8,1027.4,1.0,5.52,4.0,7.836,201805191400
5991,1526756400,rain,51.63,0.87,1026.2,1.0,5.22,4.0,6.982,201805191500
5992,1526760000,rain,50.93,0.91,1024.9,1.0,5.08,3.0,6.944,201805191600
5993,1526763600,rain,50.93,0.96,1023.7,1.0,4.68,2.0,8.844,201805191700
5994,1526767200,rain,50.93,0.97,1022.5,1.0,4.7,1.0,5.7989999999999995,201805191800
5995,1526770800,rain,50.93,0.97,1021.3,1.0,3.84,0.0,2.085,201805191900
5996,1526774400,rain,51.95,0.99,1020.3,1.0,1.93,0.0,1.999,201805192000
5997,1526778000,rain,52.94,0.95,1019.9,1.0,4.01,0.0,2.0709999999999997,201805192100
5998,1526781600,rain,53.94,0.97,1019.3,1.0,1.7,0.0,3.1239999999999997,201805192200
5999,1526785200,rain,54.94,0.89,1018.4,1.0,0.08,0.0,3.273,201805192300
6000,1526788800,rain,53.94,0.98,1018.1,1.0,3.26,0.0,1.6340000000000001,201805200000
6001,1526792400,rain,54.94,0.93,1017.3,1.0,3.18,0.0,7.7,201805200100
6002,1526796000,rain,54.94,0.96,1016.0,1.0,4.35,0.0,5.599,201805200200
6003,1526799600,rain,56.94,0.95,1014.8,1.0,4.4,0.0,7.166,201805200300
6004,1526803200,rain,59.94,0.92,1014.3,1.0,7.46,0.0,9.517999999999999,201805200400
