index,time,icon,temperature,humidity,pressure,cloudCover,windSpeed,uvIndex,visibility,date_time
0,1505102400,clear-night,56.67,0.76,1025.8,0.0,0.38,0.0,9.997,201709110000
1,1505106000,clear-night,55.47,0.77,1025.8,0.0,0.59,0.0,9.997,201709110100
2,1505109600,clear-night,54.01,0.77,1025.4,0.0,0.74,0.0,9.997,201709110200
3,1505113200,clear-night,53.54,0.77,1024.7,0.0,1.29,0.0,9.997,201709110300
4,1505116800,clear-night,52.28,0.81,1024.3,0.0,0.67,0.0,9.997,201709110400
5,1505120400,clear-night,51.94,0.81,1023.9,0.0,0.89,0.0,9.997,201709110500
6,1505124000,clear-night,52.83,0.78,1023.7,0.0,1.2,0.0,9.997,201709110600
7,1505127600,clear-day,52.11,0.8,1024.6,0.0,1.95,0.0,9.997,201709110700
8,1505131200,clear-day,55.87,0.73,1024.2,0.01,2.03,1.0,9.997,201709110800
9,1505134800,clear-day,60.47,0.68,1024.2,0.18,1.16,2.0,9.997,201709110900
10,1505138400,clear-day,65.26,0.6,1024.7,0.0,2.56,4.0,9.997,201709111000
11,1505142000,clear-day,70.95,0.52,1024.3,0.0,2.58,5.0,9.997,201709111100
12,1505145600,clear-day,72.93,0.49,1023.3,0.0,2.06,6.0,9.997,201709111200
13,1505149200,clear-day,73.95,0.46,1022.1,0.0,1.75,7.0,9.997,201709111300
14,1505152800,clear-day,75.96,0.42,1021.3,0.0,1.11,6.0,9.997,201709111400
15,1505156400,clear-day,77.95,0.39,1020.6,0.0,1.31,4.0,9.997,201709111500
16,1505160000,clear-day,77.95,0.39,1019.3,0.0,1.26,3.0,9.997,201709111600
17,1505163600,clear-day,76.94,0.41,1019.0,0.0,1.27,1.0,9.997,201709111700
18,1505167200,clear-day,75.96,0.46,1018.5,0.0,0.68,0.0,9.997,201709111800
19,1505170800,clear-night,71.32,0.58,1018.8,0.0,0.41,0.0,9.997,201709111900
20,1505174400,clear-night,68.61,0.64,1017.8,0.0,0.38,0.0,9.997,201709112000
21,1505178000,clear-night,64.83,0.73,1018.0,0.0,1.03,0.0,9.997,201709112100
22,1505181600,clear-night,63.66,0.74,1018.5,0.0,0.77,0.0,9.997,201709112200
23,1505185200,clear-night,62.34,0.76,1018.2,0.0,0.75,0.0,9.997,201709112300
24,1505188800,clear-night,62.15,0.75,1018.0,0.0,0.91,0.0,9.997,201709120000
25,1505192400,clear-night,60.48,0.78,1017.9,0.0,0.62,0.0,9.997,201709120100
26,1505196000,clear-night,58.99,0.81,1017.9,0.0,0.43,0.0,9.997,201709120200
27,1505199600,clear-night,57.72,0.83,1017.3,0.0,0.01,0.0,9.997,201709120300
28,1505203200,clear-night,56.63,0.84,1016.9,0.0,0.13,0.0,9.997,201709120400
29,1505206800,clear-night,56.44,0.83,1016.8,0.0,0.65,0.0,9.997,201709120500
30,1505210400,clear-night,55.85,0.83,1016.7,0.0,0.35,0.0,9.997,201709120600
31,1505214000,clear-day,55.47,0.84,1016.8,0.0,0.37,0.0,9.997,201709120700
32,1505217600,clear-day,58.18,0.81,1016.2,0.0,0.59,1.0,9.997,201709120800
33,1505221200,clear-day,64.83,0.7,1016.3,0.0,1.19,2.0,9.997,201709120900
34,1505224800,clear-day,72.93,0.56,1015.7,0.0,1.07,4.0,9.997,201709121000
35,1505228400,clear-day,75.96,0.51,1015.1,0.0,1.41,5.0,9.997,201709121100
36,1505232000,clear-day,77.95,0.47,1014.3,0.0,1.24,6.0,9.997,201709121200
37,1505235600,clear-day,79.94,0.43,1013.6,0.0,2.49,7.0,9.997,201709121300
38,1505239200,clear-day,81.93,0.39,1012.8,0.0,4.04,6.0,9.997,201709121400
39,1505242800,clear-day,83.95,0.35,1011.7,0.0,3.67,4.0,9.997,201709121500
40,1505246400,clear-day,83.95,0.35,1011.1,0.18,3.47,2.0,9.997,201709121600
41,1505250000,clear-day,82.95,0.36,1010.0,0.18,3.87,1.0,9.997,201709121700
42,1505253600,clear-day,81.93,0.39,1010.2,0.0,1.42,0.0,9.997,201709121800
43,1505257200,clear-night,76.55,0.48,1010.1,0.07,0.93,0.0,9.997,201709121900
44,1505260800,clear-night,75.25,0.52,1010.1,0.0,0.77,0.0,9.997,201709122000
45,1505264400,clear-night,69.83,0.63,1010.9,0.1,0.78,0.0,9.997,201709122100
46,1505268000,clear-night,67.71,0.68,1010.6,0.0,0.26,0.0,9.997,201709122200
47,1505271600,clear-night,65.97,0.7,1010.9,0.0,1.19,0.0,9.997,201709122300
48,1505275200,clear-night,65.14,0.71,1010.7,0.0,0.8,0.0,9.997,201709130000
49,1505278800,clear-night,61.69,0.77,1011.2,0.0,0.16,0.0,9.997,201709130100
50,1505282400,clear-night,60.99,0.79,1011.1,0.0,1.0,0.0,9.997,201709130200
51,1505286000,clear-night,59.65,0.81,1011.1,0.0,0.39,0.0,9.997,201709130300
52,1505289600,clear-night,59.85,0.8,1011.2,0.0,0.88,0.0,9.997,201709130400
53,1505293200,clear-night,58.58,0.84,1011.4,0.0,1.39,0.0,9.997,201709130500
54,1505296800,clear-night,57.92,0.84,1011.7,0.0,0.33,0.0,9.997,201709130600
55,1505300400,clear-day,57.09,0.86,1012.6,0.0,0.27,0.0,9.997,201709130700
56,1505304000,clear-day,60.45,0.83,1012.6,0.0,0.65,1.0,9.997,201709130800
57,1505307600,clear-day,68.18,0.67,1012.5,0.0,0.67,2.0,9.997,201709130900
58,1505311200,clear-day,72.93,0.58,1012.4,0.0,0.28,4.0,9.997,201709131000
59,1505314800,clear-day,75.96,0.51,1012.2,0.0,0.29,5.0,9.997,201709131100
60,1505318400,clear-day,78.3,0.48,1011.9,0.0,0.38,6.0,9.997,201709131200
61,1505322000,clear-day,80.79,0.45,1011.3,0.0,1.31,6.0,9.997,201709131300
62,1505325600,clear-day,82.21,0.42,1010.5,0.0,1.9,6.0,9.997,201709131400
63,1505329200,clear-day,82.41,0.42,1010.3,0.0,1.72,4.0,9.997,201709131500
64,1505332800,clear-day,82.57,0.42,1009.7,0.08,1.35,2.0,9.997,201709131600
65,1505336400,clear-day,81.77,0.44,1009.7,0.12,0.6,1.0,9.997,201709131700
66,1505340000,clear-day,77.7,0.53,1009.6,0.0,0.6,0.0,9.997,201709131800
67,1505343600,clear-night,72.93,0.65,1009.6,0.0,0.81,0.0,9.997,201709131900
68,1505347200,clear-night,71.25,0.69,1010.2,0.0,0.47,0.0,9.997,201709132000
69,1505350800,clear-night,69.44,0.75,1010.0,0.0,0.51,0.0,9.997,201709132100
70,1505354400,rain,69.02,0.78,1010.1,0.34,0.38,0.0,9.997,201709132200
71,1505358000,rain,68.68,0.77,1010.4,0.75,0.73,0.0,9.997,201709132300
72,1505361600,partly-cloudy-night,68.77,0.75,1010.2,0.75,1.08,0.0,9.997,201709140000
73,1505365200,cloudy,69.01,0.76,1010.1,1.0,0.96,0.0,9.997,201709140100
74,1505368800,partly-cloudy-night,69.33,0.76,1010.0,0.76,0.69,0.0,9.997,201709140200
75,1505372400,partly-cloudy-night,69.45,0.78,1009.3,0.76,1.57,0.0,9.997,201709140300
76,1505376000,partly-cloudy-night,69.94,0.79,1009.3,0.68,1.41,0.0,9.997,201709140400
77,1505379600,partly-cloudy-night,68.09,0.87,1010.2,0.76,0.68,0.0,9.997,201709140500
78,1505383200,partly-cloudy-night,67.37,0.88,1009.7,0.72,0.65,0.0,9.997,201709140600
79,1505386800,clear-day,66.72,0.91,1010.8,0.18,0.84,0.0,9.971,201709140700
80,1505390400,clear-day,69.94,0.86,1011.3,0.13,1.48,1.0,9.997,201709140800
81,1505394000,partly-cloudy-day,70.95,0.85,1011.5,0.71,1.19,2.0,9.997,201709140900
82,1505397600,partly-cloudy-day,72.93,0.81,1011.2,0.71,3.58,3.0,9.997,201709141000
83,1505401200,partly-cloudy-day,74.95,0.76,1011.5,0.72,4.78,4.0,9.997,201709141100
84,1505404800,partly-cloudy-day,77.95,0.69,1011.1,0.72,3.59,4.0,9.997,201709141200
85,1505408400,partly-cloudy-day,78.93,0.67,1010.6,0.74,4.85,4.0,9.997,201709141300
86,1505412000,partly-cloudy-day,78.93,0.65,1009.9,0.75,3.15,4.0,9.997,201709141400
87,1505415600,partly-cloudy-day,78.93,0.64,1010.5,0.72,4.51,3.0,9.997,201709141500
88,1505419200,partly-cloudy-day,80.94,0.61,1010.4,0.42,2.4,2.0,9.997,201709141600
89,1505422800,partly-cloudy-day,79.94,0.63,1010.7,0.5,1.68,1.0,9.997,201709141700
90,1505426400,partly-cloudy-day,79.94,0.63,1011.1,0.73,1.3,0.0,9.997,201709141800
91,1505430000,partly-cloudy-night,75.55,0.73,1011.8,0.74,2.0,0.0,5.4879999999999995,201709141900
92,1505433600,rain,73.95,0.77,1012.4,0.76,0.58,0.0,9.997,201709142000
93,1505437200,partly-cloudy-night,72.93,0.8,1013.1,0.75,0.25,0.0,9.997,201709142100
94,1505440800,cloudy,69.85,0.89,1013.3,1.0,0.2,0.0,9.997,201709142200
95,1505444400,cloudy,69.6,0.91,1013.6,0.99,0.46,0.0,9.974,201709142300
96,1505448000,cloudy,70.95,0.87,1013.9,1.0,1.06,0.0,9.986,201709150000
97,1505451600,cloudy,69.59,0.9,1014.0,1.0,0.98,0.0,9.937000000000001,201709150100
98,1505455200,cloudy,69.22,0.91,1014.2,0.97,0.64,0.0,8.847000000000003,201709150200
99,1505458800,partly-cloudy-night,68.34,0.94,1014.3,0.78,0.49,0.0,7.403,201709150300
100,1505462400,partly-cloudy-night,68.25,0.94,1014.3,0.46,0.48,0.0,7.902,201709150400
101,1505466000,cloudy,68.21,0.94,1014.6,0.92,0.56,0.0,6.824,201709150500
102,1505469600,partly-cloudy-night,68.44,0.94,1015.2,0.78,0.15,0.0,6.968999999999999,201709150600
103,1505473200,cloudy,69.94,0.91,1016.1,0.99,0.79,0.0,4.978,201709150700
104,1505476800,cloudy,69.91,0.92,1016.3,0.99,0.86,1.0,7.848,201709150800
105,1505480400,cloudy,71.96,0.88,1017.1,0.9,1.03,2.0,8.984,201709150900
106,1505484000,cloudy,72.93,0.87,1017.7,0.99,0.96,2.0,9.986,201709151000
107,1505487600,cloudy,72.93,0.88,1017.9,0.99,1.26,3.0,9.972000000000001,201709151100
108,1505491200,partly-cloudy-day,75.96,0.81,1017.6,0.47,0.79,5.0,9.972999999999999,201709151200
109,1505494800,clear-day,81.1,0.67,1017.2,0.24,1.2,6.0,9.106,201709151300
110,1505498400,partly-cloudy-day,79.52,0.7,1017.2,0.75,1.85,4.0,9.777999999999999,201709151400
111,1505502000,cloudy,79.58,0.69,1017.0,0.91,2.21,3.0,9.997,201709151500
112,1505505600,partly-cloudy-day,73.95,0.83,1017.2,0.76,3.22,2.0,9.997,201709151600
113,1505509200,partly-cloudy-day,72.93,0.85,1017.5,0.76,1.69,1.0,9.517000000000001,201709151700
114,1505512800,rain,71.96,0.87,1017.9,0.77,0.68,0.0,9.92,201709151800
115,1505516400,rain,68.95,0.95,1018.0,0.99,0.95,0.0,7.225,201709151900
116,1505520000,rain,68.95,0.93,1019.0,0.99,1.08,0.0,5.218999999999999,201709152000
117,1505523600,rain,67.94,0.96,1018.4,0.99,0.2,0.0,4.1419999999999995,201709152100
118,1505527200,cloudy,66.95,0.99,1018.8,0.99,0.31,0.0,3.931,201709152200
119,1505530800,fog,66.95,0.97,1019.8,1.0,0.18,0.0,1.194,201709152300
120,1505534400,cloudy,67.94,0.94,1019.9,0.99,0.13,0.0,2.515,201709160000
121,1505538000,cloudy,67.94,0.93,1020.0,1.0,0.1,0.0,2.103,201709160100
122,1505541600,fog,66.95,0.95,1020.1,1.0,0.08,0.0,0.478,201709160200
123,1505545200,fog,66.95,0.95,1019.8,1.0,0.4,0.0,0.6,201709160300
124,1505548800,fog,66.95,0.96,1019.9,1.0,0.29,0.0,1.87,201709160400
125,1505552400,cloudy,66.95,0.96,1020.2,1.0,0.43,0.0,4.869,201709160500
126,1505556000,cloudy,66.95,0.97,1020.4,1.0,0.2,0.0,3.988,201709160600
127,1505559600,fog,65.94,0.98,1021.2,1.0,0.28,0.0,0.639,201709160700
128,1505563200,fog,65.94,0.99,1021.5,1.0,0.21,1.0,0.915,201709160800
129,1505566800,fog,67.94,0.93,1021.8,1.0,0.24,1.0,1.4469999999999998,201709160900
130,1505570400,cloudy,68.35,0.92,1021.8,1.0,0.19,2.0,7.032,201709161000
131,1505574000,cloudy,68.84,0.93,1021.9,1.0,0.31,3.0,9.025,201709161100
132,1505577600,cloudy,68.95,0.95,1021.8,1.0,0.22,4.0,9.91,201709161200
133,1505581200,cloudy,72.65,0.84,1021.6,1.0,0.38,4.0,9.96,201709161300
134,1505584800,cloudy,74.57,0.79,1021.1,1.0,0.47,3.0,9.094,201709161400
135,1505588400,partly-cloudy-day,75.51,0.78,1020.5,0.73,0.52,3.0,9.997,201709161500
136,1505592000,clear-day,72.93,0.85,1020.3,0.29,0.47,2.0,9.997,201709161600
137,1505595600,clear-day,77.09,0.73,1020.5,0.29,1.21,1.0,9.327,201709161700
138,1505599200,clear-day,73.95,0.78,1020.5,0.0,1.37,0.0,9.429,201709161800
139,1505602800,partly-cloudy-night,68.75,0.87,1020.7,0.71,0.48,0.0,2.6180000000000003,201709161900
140,1505606400,partly-cloudy-night,64.95,0.96,1021.0,0.43,0.38,0.0,2.1719999999999997,201709162000
141,1505610000,partly-cloudy-night,64.95,0.95,1020.9,0.42,0.28,0.0,3.322,201709162100
142,1505613600,partly-cloudy-night,63.95,0.97,1021.0,0.72,0.27,0.0,3.2439999999999998,201709162200
143,1505617200,partly-cloudy-night,63.95,0.96,1020.9,0.43,0.08,0.0,4.76,201709162300
144,1505620800,fog,63.95,0.95,1020.9,0.74,0.05,0.0,1.649,201709170000
145,1505624400,fog,63.95,0.93,1021.0,0.99,0.1,0.0,0.32899999999999996,201709170100
146,1505628000,fog,62.94,0.95,1020.8,0.97,0.17,0.0,0.306,201709170200
147,1505631600,fog,61.94,0.96,1020.9,1.0,0.01,0.0,0.349,201709170300
148,1505635200,fog,61.94,0.98,1020.7,1.0,0.13,0.0,0.252,201709170400
149,1505638800,fog,62.94,0.95,1021.0,1.0,0.39,0.0,0.46399999999999997,201709170500
150,1505642400,fog,63.95,0.92,1021.2,1.0,0.01,0.0,0.243,201709170600
151,1505646000,fog,63.95,0.92,1021.5,1.0,0.03,0.0,0.24100000000000002,201709170700
152,1505649600,fog,63.95,0.94,1021.8,1.0,0.02,1.0,0.244,201709170800
153,1505653200,fog,63.95,0.98,1022.1,1.0,0.04,1.0,0.24100000000000002,201709170900
154,1505656800,fog,65.94,0.96,1022.0,1.0,0.17,2.0,1.944,201709171000
155,1505660400,cloudy,67.94,0.96,1021.6,1.0,0.48,3.0,3.147,201709171100
156,1505664000,partly-cloudy-day,69.94,0.93,1021.5,0.44,0.46,5.0,9.612,201709171200
157,1505667600,partly-cloudy-day,77.53,0.72,1021.0,0.43,1.33,5.0,9.312999999999999,201709171300
158,1505671200,clear-day,79.02,0.67,1020.6,0.19,2.3,5.0,9.82,201709171400
159,1505674800,partly-cloudy-day,79.86,0.65,1020.6,0.35,1.53,3.0,9.997,201709171500
160,1505678400,partly-cloudy-day,77.6,0.67,1020.6,0.32,2.42,2.0,9.736,201709171600
161,1505682000,clear-day,76.03,0.7,1020.4,0.29,1.1,1.0,9.997,201709171700
162,1505685600,clear-day,64.95,0.98,1020.4,0.22,1.43,0.0,7.9129999999999985,201709171800
163,1505689200,cloudy,63.95,0.98,1020.2,0.94,0.97,0.0,7.6179999999999986,201709171900
164,1505692800,fog,63.95,0.95,1020.4,0.95,0.96,0.0,1.588,201709172000
165,1505696400,fog,65.64,0.91,1020.9,0.99,0.15,0.0,1.07,201709172100
166,1505700000,cloudy,63.95,0.97,1021.1,1.0,0.19,0.0,7.755,201709172200
167,1505703600,cloudy,66.95,0.9,1021.0,0.99,0.36,0.0,5.182,201709172300
168,1505707200,cloudy,66.95,0.89,1020.8,1.0,0.06,0.0,5.2570000000000014,201709180000
169,1505710800,cloudy,65.84,0.92,1020.8,1.0,0.48,0.0,5.474,201709180100
170,1505714400,cloudy,65.66,0.93,1020.7,1.0,0.02,0.0,7.734,201709180200
171,1505718000,cloudy,65.94,0.92,1021.0,1.0,0.33,0.0,3.883,201709180300
172,1505721600,cloudy,64.95,0.95,1020.7,1.0,0.33,0.0,3.887,201709180400
173,1505725200,cloudy,64.95,0.95,1020.8,1.0,0.1,0.0,2.487,201709180500
174,1505728800,cloudy,64.95,0.96,1021.1,1.0,0.18,0.0,6.7410000000000005,201709180600
175,1505732400,cloudy,64.95,0.95,1021.6,1.0,0.72,0.0,4.992,201709180700
176,1505736000,cloudy,64.95,0.97,1021.9,1.0,0.33,1.0,6.693,201709180800
177,1505739600,cloudy,66.95,0.93,1021.9,1.0,0.38,1.0,9.874,201709180900
178,1505743200,cloudy,66.95,0.93,1022.0,1.0,1.14,2.0,9.926,201709181000
179,1505746800,cloudy,66.95,0.93,1022.0,1.0,1.67,3.0,9.997,201709181100
180,1505750400,cloudy,68.31,0.89,1022.2,1.0,0.94,4.0,9.962,201709181200
181,1505754000,cloudy,69.09,0.87,1022.0,1.0,1.34,4.0,9.062000000000001,201709181300
182,1505757600,cloudy,68.21,0.89,1021.8,1.0,1.38,3.0,8.324,201709181400
183,1505761200,cloudy,68.12,0.9,1021.6,1.0,2.39,3.0,9.5,201709181500
184,1505764800,cloudy,68.09,0.89,1021.2,1.0,1.66,2.0,9.567,201709181600
185,1505768400,cloudy,66.95,0.92,1021.0,1.0,0.74,1.0,9.912,201709181700
186,1505772000,cloudy,67.93,0.88,1021.2,1.0,0.99,0.0,9.997,201709181800
187,1505775600,cloudy,66.75,0.89,1021.4,1.0,1.22,0.0,9.925,201709181900
188,1505779200,cloudy,64.95,0.95,1021.6,1.0,1.39,0.0,6.357,201709182000
189,1505782800,cloudy,65.39,0.92,1022.1,1.0,1.51,0.0,6.2079999999999975,201709182100
190,1505786400,cloudy,63.95,0.96,1022.1,1.0,1.4,0.0,4.109,201709182200
191,1505790000,fog,63.95,0.95,1021.1,1.0,1.32,0.0,0.8540000000000001,201709182300
192,1505793600,fog,63.95,0.95,1021.5,1.0,1.26,0.0,0.653,201709190000
193,1505797200,cloudy,63.95,0.95,1021.3,1.0,1.32,0.0,7.4110000000000005,201709190100
194,1505800800,fog,63.72,0.95,1020.9,1.0,1.32,0.0,1.248,201709190200
195,1505804400,fog,63.95,0.96,1020.6,1.0,1.36,0.0,0.688,201709190300
196,1505808000,fog,63.95,0.95,1020.4,1.0,1.11,0.0,0.619,201709190400
197,1505811600,cloudy,63.95,0.95,1020.0,1.0,1.43,0.0,2.9560000000000004,201709190500
198,1505815200,cloudy,63.95,0.94,1020.0,1.0,1.63,0.0,2.908,201709190600
199,1505818800,cloudy,63.95,0.93,1020.0,1.0,1.93,0.0,3.292,201709190700
200,1505822400,cloudy,63.95,0.93,1019.9,1.0,2.1,0.0,3.175,201709190800
201,1505826000,cloudy,63.95,0.94,1020.2,1.0,2.31,1.0,8.561,201709190900
202,1505829600,cloudy,63.95,0.94,1019.3,1.0,2.6,2.0,7.6670000000000025,201709191000
203,1505833200,cloudy,63.95,0.95,1019.6,1.0,4.8,3.0,8.677999999999999,201709191100
204,1505836800,cloudy,64.95,0.94,1019.3,1.0,3.43,4.0,9.482000000000001,201709191200
205,1505840400,rain,64.95,0.93,1018.6,1.0,3.79,4.0,7.522,201709191300
206,1505844000,rain,64.95,0.95,1017.9,1.0,4.0,3.0,9.777000000000001,201709191400
207,1505847600,cloudy,64.95,0.95,1017.0,1.0,3.35,3.0,9.948,201709191500
208,1505851200,cloudy,63.95,0.97,1017.0,1.0,4.73,2.0,9.016,201709191600
209,1505854800,cloudy,63.95,0.94,1016.5,1.0,3.55,1.0,2.5860000000000003,201709191700
210,1505858400,cloudy,64.95,0.91,1016.1,1.0,2.96,0.0,5.854,201709191800
211,1505862000,cloudy,63.95,0.95,1016.0,1.0,3.29,0.0,5.351,201709191900
212,1505865600,cloudy,63.95,0.94,1015.9,1.0,4.56,0.0,3.092,201709192000
213,1505869200,cloudy,63.95,0.93,1015.6,1.0,4.89,0.0,2.9589999999999996,201709192100
214,1505872800,cloudy,63.95,0.94,1015.8,1.0,3.85,0.0,3.071,201709192200
215,1505876400,rain,63.95,0.94,1015.3,1.0,4.29,0.0,3.327,201709192300
216,1505880000,rain,63.95,0.95,1014.5,1.0,5.93,0.0,5.216,201709200000
217,1505883600,cloudy,63.95,0.95,1014.1,1.0,3.03,0.0,5.1739999999999995,201709200100
218,1505887200,cloudy,63.95,0.97,1013.5,1.0,4.72,0.0,3.341,201709200200
219,1505890800,rain,63.95,0.97,1012.9,1.0,4.26,0.0,2.222,201709200300
220,1505894400,rain,63.95,0.96,1012.2,1.0,5.25,0.0,3.145,201709200400
221,1505898000,rain,63.95,0.97,1011.8,1.0,7.63,0.0,3.089,201709200500
222,1505901600,cloudy,64.95,0.96,1012.0,1.0,6.79,0.0,5.807,201709200600
223,1505905200,rain,65.94,0.95,1012.1,1.0,6.72,0.0,3.964,201709200700
224,1505908800,rain,66.95,0.93,1012.0,1.0,5.84,0.0,1.7890000000000001,201709200800
225,1505912400,rain,66.95,0.93,1012.3,1.0,6.29,1.0,9.385,201709200900
226,1505916000,rain,66.95,0.95,1012.2,1.0,5.05,2.0,8.649,201709201000
227,1505919600,rain,66.95,0.95,1011.8,1.0,7.16,3.0,2.202,201709201100
228,1505923200,rain,66.95,0.96,1010.8,1.0,6.01,4.0,4.145,201709201200
229,1505926800,rain,66.95,0.96,1010.6,1.0,5.67,4.0,7.693,201709201300
230,1505930400,rain,66.95,0.96,1010.2,1.0,6.2,3.0,1.838,201709201400
231,1505934000,rain,67.94,0.93,1010.9,1.0,6.5,3.0,2.6430000000000002,201709201500
232,1505937600,rain,67.94,0.94,1010.0,1.0,7.04,2.0,2.026,201709201600
233,1505941200,rain,68.95,0.92,1011.2,1.0,4.83,1.0,9.967,201709201700
234,1505944800,cloudy,69.94,0.88,1011.3,1.0,5.36,0.0,9.921,201709201800
235,1505948400,cloudy,69.67,0.9,1011.4,1.0,5.33,0.0,6.2570000000000014,201709201900
236,1505952000,cloudy,70.95,0.87,1011.7,1.0,2.6,0.0,9.972000000000001,201709202000
237,1505955600,cloudy,70.95,0.87,1011.3,1.0,4.2,0.0,9.971,201709202100
238,1505959200,cloudy,70.97,0.87,1011.8,1.0,4.73,0.0,9.978,201709202200
239,1505962800,cloudy,71.96,0.83,1011.1,1.0,5.0,0.0,9.977,201709202300
240,1505966400,partly-cloudy-night,71.96,0.83,1010.8,0.76,6.02,0.0,9.972000000000001,201709210000
241,1505970000,cloudy,71.96,0.81,1011.3,0.92,7.03,0.0,9.997,201709210100
242,1505973600,cloudy,71.96,0.8,1011.3,0.95,5.04,0.0,9.997,201709210200
243,1505977200,cloudy,70.95,0.81,1011.1,1.0,6.28,0.0,9.997,201709210300
244,1505980800,cloudy,69.77,0.82,1011.1,0.98,5.52,0.0,9.997,201709210400
245,1505984400,partly-cloudy-night,69.67,0.82,1011.7,0.48,6.68,0.0,9.997,201709210500
246,1505988000,cloudy,68.95,0.83,1012.3,1.0,5.29,0.0,9.978,201709210600
247,1505991600,cloudy,68.95,0.81,1013.4,1.0,7.3,0.0,9.972000000000001,201709210700
248,1505995200,cloudy,68.95,0.81,1014.1,1.0,6.07,0.0,9.978,201709210800
249,1505998800,partly-cloudy-day,68.95,0.77,1014.6,0.76,6.21,1.0,9.997,201709210900
250,1506002400,partly-cloudy-day,68.95,0.74,1015.0,0.77,6.37,3.0,9.997,201709211000
251,1506006000,partly-cloudy-day,67.94,0.71,1015.8,0.73,6.91,4.0,9.997,201709211100
252,1506009600,partly-cloudy-day,67.94,0.65,1015.5,0.71,7.04,4.0,9.997,201709211200
253,1506013200,partly-cloudy-day,68.95,0.58,1015.7,0.72,6.97,4.0,9.997,201709211300
254,1506016800,clear-day,68.95,0.56,1015.4,0.02,7.38,5.0,9.997,201709211400
255,1506020400,partly-cloudy-day,70.95,0.54,1015.2,0.35,7.02,3.0,9.997,201709211500
256,1506024000,partly-cloudy-day,70.95,0.56,1015.9,0.49,5.45,2.0,9.997,201709211600
257,1506027600,partly-cloudy-day,70.95,0.56,1015.9,0.42,6.73,1.0,9.997,201709211700
258,1506031200,partly-cloudy-day,68.95,0.59,1016.0,0.62,4.54,0.0,9.997,201709211800
259,1506034800,clear-night,67.94,0.62,1016.1,0.25,3.56,0.0,9.997,201709211900
260,1506038400,partly-cloudy-night,66.95,0.65,1016.6,0.52,2.36,0.0,9.997,201709212000
261,1506042000,cloudy,65.94,0.67,1016.2,0.99,4.16,0.0,9.978,201709212100
262,1506045600,cloudy,66.95,0.64,1016.2,1.0,5.06,0.0,9.997,201709212200
263,1506049200,cloudy,65.86,0.65,1016.1,1.0,5.05,0.0,9.997,201709212300
264,1506052800,cloudy,65.94,0.64,1015.8,1.0,5.12,0.0,9.997,201709220000
265,1506056400,cloudy,63.95,0.69,1016.2,1.0,4.35,0.0,9.921,201709220100
266,1506060000,cloudy,60.94,0.8,1015.7,1.0,6.47,0.0,9.951,201709220200
267,1506063600,cloudy,59.94,0.84,1014.9,1.0,6.32,0.0,9.987,201709220300
268,1506067200,cloudy,60.94,0.79,1014.8,1.0,6.47,0.0,9.964,201709220400
269,1506070800,cloudy,59.94,0.82,1015.1,1.0,5.95,0.0,4.199,201709220500
270,1506074400,rain,57.95,0.89,1015.0,1.0,6.51,0.0,7.749,201709220600
271,1506078000,rain,57.95,0.87,1015.4,1.0,6.8,0.0,9.918,201709220700
272,1506081600,rain,58.94,0.84,1015.4,1.0,4.82,0.0,9.156,201709220800
273,1506085200,cloudy,58.94,0.83,1015.5,1.0,7.85,1.0,9.146,201709220900
274,1506088800,cloudy,58.94,0.83,1015.8,1.0,7.49,2.0,9.921,201709221000
275,1506092400,cloudy,59.94,0.81,1015.6,1.0,8.64,3.0,9.079,201709221100
276,1506096000,cloudy,59.94,0.84,1015.4,1.0,6.6,3.0,6.973,201709221200
277,1506099600,cloudy,59.94,0.86,1015.4,1.0,5.56,3.0,9.956,201709221300
278,1506103200,rain,59.94,0.88,1015.2,1.0,6.32,3.0,6.805,201709221400
279,1506106800,rain,59.94,0.89,1014.9,1.0,6.29,2.0,8.203,201709221500
280,1506110400,rain,59.94,0.9,1014.8,1.0,6.63,2.0,5.843999999999999,201709221600
281,1506114000,rain,60.94,0.89,1014.9,1.0,6.81,1.0,4.328,201709221700
282,1506117600,rain,60.94,0.88,1014.7,1.0,7.74,0.0,7.218,201709221800
283,1506121200,cloudy,59.94,0.91,1014.7,1.0,5.2,0.0,9.602,201709221900
284,1506124800,cloudy,60.94,0.87,1015.0,1.0,5.86,0.0,9.685,201709222000
285,1506128400,cloudy,60.94,0.88,1015.1,1.0,6.59,0.0,6.932,201709222100
286,1506132000,cloudy,61.94,0.88,1015.1,1.0,4.02,0.0,3.24,201709222200
287,1506135600,cloudy,61.94,0.9,1016.0,1.0,5.38,0.0,2.745,201709222300
288,1506139200,cloudy,61.94,0.91,1015.0,1.0,5.8,0.0,6.029,201709230000
289,1506142800,cloudy,62.94,0.88,1015.5,1.0,4.11,0.0,9.562000000000001,201709230100
290,1506146400,cloudy,61.94,0.91,1014.9,1.0,4.94,0.0,8.758,201709230200
291,1506150000,rain,61.94,0.89,1015.0,1.0,4.54,0.0,3.398,201709230300
292,1506153600,rain,60.94,0.92,1014.9,1.0,3.31,0.0,8.732000000000001,201709230400
293,1506157200,rain,61.94,0.88,1015.4,1.0,3.27,0.0,9.822000000000001,201709230500
294,1506160800,cloudy,61.94,0.89,1015.2,1.0,1.7,0.0,9.845,201709230600
295,1506164400,cloudy,61.94,0.88,1015.4,1.0,1.7,0.0,9.966000000000001,201709230700
