contact_1,contact_2,open_1,open_2
0.51,65.71,0,17.37
0.38,66.02,0,17.26
0.38,65.97,0,17.37
0.38,65.71,0,17.37
0.38,65.5,0,17.37
0.25,66.41,0,17.25
0.38,65.89,0,17.25
0.38,66.28,0,17.38
0.38,65.58,0,17.38
0.51,65.5,0,17.38
0.51,65.05,0,17.38
0.38,65.31,0,17.37
0.25,65.89,0,17.38
0.38,65.18,0,17.37
0.38,65.31,0,17.38
0.51,66.1,0,17.38
0.38,65.05,0,17.38
0.38,66.28,0,17.37
0.38,65.45,0,17.38
,,0,17.51
,,0,17.37
,,0,17.51
,,0,17.26
,,0,17.51
,,0,17.38
,,1.41,17.38
,,3.74,17.38
,,7.75,17.38
,,26.75,17.38
,,92.23,17.52
,,80.47,17.51
,,69.19,17.51
,,60.8,17.51
,,54.12,17.51
,,48.88,17.51
,,44.37,17.38
,,40.77,17.51
,,37.59,17.63
,,35.05,17.38
,,32.8,17.51
,,30.56,17.51
,,28.86,17.51
,,27.27,17.51
,,25.81,17.38
,,24.62,17.51
,,23.58,17.51
,,22.41,17.51
,,21.35,17.51
,,20.57,17.38
,,19.77,17.51
,,18.99,17.38
,,18.33,17.52
,,17.68,17.63
,,17.42,17.51
,,18.85,17.51
,,20.29,17.38
,,22,17.65
,,24.08,17.51
,,26.86,17.52
,,29.9,17.52
,,34.11,17.51
,,39.43,17.51
,,46.77,17.51
,,57.81,17.52
,,75.35,17.52
,,89.51,17.38
,,89.64,17.38
,,89.64,17.4
,,91.99,17.4
,,89.57,17.4
,,89.71,17.52
,,90.45,17.63
,,90.11,17.38
,,90.18,17.38
,,90.04,17.4
,,90.04,17.38
,,89.84,17.4
,,89.91,17.4
,,89.97,17.38
,,89.77,17.27
,,89.84,17.4
,,89.57,17.51
,,90.04,17.4
,,90.18,17.4
,,89.97,17.38
,,0,17.38
,,0,17.4
,,0,17.38
,,0,17.38
,,0,17.38
,,0,17.38
,,0,17.52
,,0,17.38
,,0,17.38
,,0,17.38
,,0,17.38
,,0,17.52
,,0,17.4
,,0,17.52
,,0,17.4
,,0,17.4
,,0,17.4
,,0,17.52
,,0,17.38
,,0,17.38
,,0,17.52
,,0,17.4
,,0,17.4
,,0,17.52
,,0,17.4
,,0,17.4
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.4
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.63
,,0,17.52
,,0,17.52
,,0,17.51
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.52
,,0,17.79
,,0,17.52
,,0,17.65
,,0,17.65
,,0,17.63
,,0,17.52
,,0,17.65
,,0,17.65
,,0,17.65
,,0,17.52
,,0,17.65
,,0,17.65
,,0,17.65
,,0,17.52
,,0,17.65
,,1.42,17.52
,,3.74,17.65
,,7.63,17.54
,,23.92,17.65
,,89.9,17.65
,,81.52,17.65
,,69.96,17.65
,,61.82,17.52
,,54.87,17.52
,,49.35,17.65
,,44.93,17.65
,,41.19,17.65
,,37.99,17.66
,,35.37,17.65
,,32.98,17.65
,,30.99,17.52
,,29.16,17.65
,,27.42,17.65
,,26.23,17.65
,,24.9,17.65
,,23.73,17.66
,,22.82,17.66
,,21.76,17.66
,,20.84,17.65
,,20.05,17.9
,,19.39,17.77
,,18.74,17.77
,,17.95,17.77
,,17.82,17.79
,,19.13,17.77
,,20.7,17.9
,,22.54,17.9
,,24.77,17.77
,,27.42,17.9
,,30.71,17.77
,,34.95,17.79
,,40.54,17.79
,,48.16,17.77
,,59.7,17.65
,,78.18,17.77
,,90.65,17.77
,,90.71,17.66
,,90.65,17.65
,,90.45,17.66
,,90.65,17.79
,,90.85,17.77
,,90.98,17.79
,,90.92,17.66
,,90.99,17.66
,,91.12,17.77
,,90.99,17.79
,,90.78,17.77
,,90.99,17.66
,,90.99,17.79
,,90.92,17.77
,,91.05,17.77
,,91.12,17.66
,,91.19,17.79
,,91.19,17.91
,,91.46,17.91
,,0,17.66
,,0,17.91
,,0,17.79
,,0,17.91
,,0,18.04
,,0,17.9
,,0,17.77
,,0,17.9
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.91
,,0,18.04
,,0,17.91
,,0,17.9
,,0,17.91
,,0,18.04
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.79
,,0,17.91
,,0,17.91
,,0,17.91
,,0,17.79
,,0,17.91
,,1.42,18.04
,,3.75,17.91
,,7.64,17.79
,,24.19,17.79
,,93.24,17.91
,,84.04,17.79
,,71.92,17.79
,,62.97,17.91
,,55.96,17.79
,,50.08,17.8
,,45.53,17.79
,,41.78,17.91
,,38.57,17.79
,,35.81,17.79
,,33.4,17.66
,,31.28,17.66
,,29.58,17.79
,,27.86,17.79
,,26.55,17.79
,,25.2,17.79
,,24.03,17.66
,,22.98,17.66
,,22.05,17.79
,,21.12,17.79
,,20.21,17.79
,,19.54,17.79
,,18.89,17.8
,,18.24,17.79
,,17.96,17.79
,,19.28,17.66
,,20.84,17.8
,,22.55,17.79
,,24.81,17.79
,,27.44,17.66
,,30.73,17.68
,,35,17.79
,,40.57,17.66
,,48.59,17.79
,,59.79,17.66
,,78.11,17.79
,,91.12,17.8
,,91.39,17.79
,,91.46,17.66
,,91.52,17.68
,,93.55,17.93
,,91.32,17.93
,,91.52,17.8
,,91.46,17.93
,,91.46,17.91
,,91.66,17.91
,,91.8,17.93
,,91.59,17.93
,,91.8,17.93
,,91.66,17.93
,,91.46,17.91
,,91.32,17.93
,,91.32,17.91
,,91.32,17.93
,,91.46,17.91
,,91.46,17.93
,,0,17.93
,,0,17.8
,,0,17.8
,,0,17.66
,,0,17.8
,,0,17.93
,,0,17.93
,,0,17.8
,,0,17.8
,,0,17.68
,,0,17.91
,,0,17.79
,,0,17.68
,,0,17.79
,,0,17.8
,,0,17.79
,,0,17.66
,,0,17.68
,,0,17.8
,,0,17.8
,,0,17.8
,,0,17.68
,,0,17.68
,,0,17.68
,,0,17.93
,,0,17.55
,,0,17.68
,,0,17.8
,,0,17.8
,,0,17.8
,,0,17.66
,,0,17.8
,,0,17.8
,,0,17.8
,,0,17.68
,,0,17.68
,,0,17.55
,,0,17.68
,,0,17.8
,,0,17.93
,,0,17.68
,,0,17.68
,,0,17.8
,,0,17.68
,,0,17.8
,,0,17.68
,,0,17.93
,,0,17.66
,,0,17.8
,,0,17.68
,,0,17.55
,,0,17.68
,,0,17.68
,,0,17.55
,,0,17.68
,,0,17.68
,,0,17.55
,,0,17.55
,,0,17.43
,,0,17.55
,,1.29,17.55
,,3.62,17.43
,,7.51,17.68
,,21.07,17.55
,,88.77,17.55
,,81.25,17.55
,,69.8,17.66
,,61.43,17.55
,,54.78,17.43
,,49.02,17.41
,,44.61,17.54
,,41.02,17.68
,,37.94,17.43
,,35.16,17.69
,,32.9,17.55
,,30.78,17.43
,,29.05,17.55
,,27.33,17.55
,,25.89,17.43
,,24.57,17.55
,,23.39,17.43
,,22.46,17.41
,,21.4,17.43
,,20.48,17.43
,,19.83,17.43
,,19.16,17.43
,,18.38,17.43
,,17.72,17.54
,,17.46,17.55
,,18.9,17.55
,,20.21,17.3
,,22.05,17.43
,,24.03,17.55
,,26.66,17.43
,,29.69,17.43
,,33.79,17.31
,,39.28,17.43
,,46.78,17.43
,,57.94,17.3
,,75.25,17.3
,,87.23,17.43
,,87.49,17.43
,,87.36,17.43
,,87.62,17.44
,,87.82,17.55
,,87.55,17.43
,,90.38,17.43
,,87.95,17.43
,,88.69,17.43
,,88.42,17.43
,,88.49,17.43
,,88.22,17.3
,,88.15,17.3
,,88.15,17.3
,,87.88,17.43
,,88.15,17.43
,,88.28,17.44
,,88.15,17.44
,,88.15,17.43
,,88.28,17.31
,,0,17.57
,,0,17.55
,,0,17.43
,,0,17.57
,,0,17.55
,,0,17.55
,,0,17.55
,,0,17.57
,,0,17.55
,,0,17.55
,,0,17.43
,,0,17.55
,,0,17.44
,,0,17.44
,,0,17.55
,,0,17.43
,,0,17.57
,,0,17.55
,,0,17.44
,,0,17.43
,,0,17.43
,,0,17.43
,,0,17.55
,,0,17.57
,,0,17.55
,,0,17.44
,,0,17.68
,,0,17.57
,,0,17.44
,,0,17.43
,,0,17.44
,,0,17.43
,,0,17.55
,,0,17.55
,,0,17.55
,,0,17.43
,,0,17.69
,,0,17.57
,,0,17.44
,,0,17.55
,,0,17.55
,,0,17.43
,,0,17.55
,,0,17.44
,,0,17.57
,,0,17.55
,,0,17.44
,,0,17.44
,,0,17.31
,,0,17.69
,,0,17.69
,,0,17.55
,,0,17.55
,,0,17.43
,,0,17.55
,,0,17.57
,,0,17.55
,,0,17.57
,,0,17.57
,,0,17.69
,,1.29,17.68
,,3.62,17.57
,,7.51,17.57
,,21.22,17.68
,,88.37,17.57
,,81.11,17.82
,,69.93,17.55
,,61.3,17.57
,,54.68,17.57
,,49.33,17.69
,,44.9,17.57
,,41.02,17.55
,,38.1,17.69
,,35.29,17.55
,,32.9,17.57
,,30.78,17.57
,,29.08,17.82
,,27.61,17.57
,,26.16,17.57
,,24.72,17.69
,,23.65,17.69
,,22.61,17.69
,,21.67,17.57
,,20.76,17.43
,,19.96,17.69
,,19.18,17.57
,,18.51,17.57
,,17.87,17.57
,,17.6,17.44
,,19.05,17.57
,,20.48,17.55
,,22.2,17.44
,,24.31,17.68
,,26.94,17.57
,,30.13,17.69
,,34.37,17.57
,,39.81,17.57
,,47.57,17.68
,,58.96,17.44
,,76.83,17.57
,,87.9,17.44
,,88.1,17.57
,,88.23,17.69
,,88.09,17.44
,,88.56,17.57
,,88.63,17.69
,,88.56,17.69
,,90.92,17.44
,,88.76,17.82
,,88.62,17.44
,,88.69,17.57
,,88.76,17.69
,,88.76,17.57
,,88.62,17.57
,,88.69,17.69
,,88.82,17.69
,,88.55,17.69
,,88.62,17.57
,,88.62,17.69
,,88.75,17.57
,,0,17.55
,,0,17.69
,,0,17.55
,,0,17.57
,,0,17.69
,,0,17.69
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.82
,,0,17.44
,,0,17.69
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.44
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.69
,,0,17.58
,,0,17.69
,,0,17.57
,,0,17.55
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.69
,,0,17.57
,,0,17.57
,,0,17.69
,,0,17.69
,,0,17.57
,,0,17.58
,,0,17.44
,,0,17.69
,,0,17.57
,,0,17.58
,,0,17.57
,,0,17.57
,,0,17.69
,,0,17.57
,,0,17.58
,,0,17.58
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.45
,,0,17.69
,,0,17.45
,,0,17.57
,,0,17.45
,,0,17.57
,,0,17.58
,,0,17.69
,,0,17.45
,,0,17.69
,,0,17.58
,,1.29,17.57
,,3.62,17.57
,,7.52,17.57
,,19.66,17.45
,,111.75,17.69
,,81.04,17.57
,,69.72,17.69
,,61.21,17.58
,,54.86,17.57
,,49.33,17.44
,,44.9,17.69
,,41.05,17.7
,,38,17.45
,,35.18,17.69
,,32.93,17.57
,,30.83,17.57
,,28.95,17.69
,,27.64,17.45
,,26.04,17.57
,,24.85,17.57
,,23.65,17.57
,,22.61,17.58
,,21.69,17.44
,,20.65,17.57
,,19.85,17.57
,,19.18,17.44
,,18.4,17.57
,,17.87,17.45
,,17.73,17.44
,,18.93,17.57
,,20.5,17.44
,,22.33,17.57
,,24.45,17.44
,,27.09,17.69
,,30.39,17.57
,,34.66,17.44
,,40.23,17.58
,,47.91,17.57
,,59.49,17.58
,,77.83,17.58
,,87.76,17.45
,,88.16,17.69
,,87.96,17.44
,,88.09,17.57
,,88.16,17.57
,,88.36,17.45
,,86.07,17.57
,,88.35,17.44
,,88.22,17.44
,,88.35,17.57
,,88.29,17.58
,,88.29,17.44
,,88.28,17.44
,,88.35,17.44
,,88.55,17.58
,,88.48,17.57
,,88.62,17.58
,,88.41,17.44
,,88.68,17.57
,,88.61,17.57
,,0,17.57
,,0,17.57
,,0,17.57
,,0,17.44
,,0,17.44
,,0,17.45
,,0,17.44
,,0,17.58
,,0,17.57
,,0,17.44
,,0,17.44
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.44
,,0,17.58
,,0,17.44
,,0,17.44
,,0,17.57
,,0,17.58
,,0,17.44
,,0,17.44
,,0,17.31
,,0,17.31
,,0,17.57
,,0,17.33
,,0,17.44
,,0,17.57
,,0,17.58
,,0,17.57
,,0,17.44
,,0,17.44
,,0,17.33
,,0,17.44
,,0,17.45
,,0,17.57
,,0,17.58
,,0,17.45
,,0,17.33
,,0,17.45
,,0,17.33
,,0,17.2
,,0,17.31
,,0,17.44
,,0,17.45
,,0,17.44
,,0,17.45
,,0,17.2
,,0,17.45
,,0,17.31
,,0,17.44
,,0,17.45
,,0,17.31
,,0,17.44
,,0,17.31
,,0,17.45
,,0,17.44
,,0,17.57
,,0,17.44
,,0,17.58
,,1.42,17.45
,,3.62,17.33
,,7.78,17.45
,,21.61,17.45
,,89.17,17.33
,,81.44,17.44
,,69.9,17.31
,,60.59,17.45
,,53.93,17.45
,,48.57,17.33
,,44.28,17.45
,,40.53,17.33
,,37.47,17.44
,,34.82,17.45
,,32.56,17.45
,,30.56,17.45
,,28.84,17.33
,,27.11,17.33
,,25.65,17.33
,,24.47,17.19
,,23.3,17.57
,,22.36,17.44
,,21.3,17.45
,,20.38,17.45
,,19.73,17.45
,,18.93,17.44
,,18.28,17.44
,,17.74,17.33
,,17.48,17.45
,,18.66,17.44
,,20.24,17.58
,,22.23,17.45
,,24.06,17.33
,,26.96,17.58
,,30.28,17.58
,,34.26,17.45
,,39.87,17.57
,,47.38,17.58
,,59.09,17.31
,,77.08,17.58
,,86.96,17.45
,,86.95,17.31
,,86.88,17.58
,,87.75,17.33
,,87.82,17.45
,,87.68,17.45
,,87.88,17.45
,,88.08,17.44
,,87.95,17.58
,,88.29,17.45
,,88.42,17.44
,,88.49,17.45
,,88.08,17.44
,,88.15,17.33
,,88.48,17.45
,,88.08,17.45
,,88.35,17.45
,,88.14,17.58
,,88.14,17.45
,,88.48,17.45
,,0,17.58
,,0,17.45
,,0,17.58
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.58
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.44
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.58
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.7
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.7
,,0,17.58
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.45
,,0,17.7
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.58
,,0,17.7
,,0,17.45
,,0,17.58
,,0,17.45
,,0,17.45
,,0,17.45
,,0,17.33
,,0,17.45
,,0,17.33
,,1.42,17.45
,,3.75,17.45
,,7.65,17.33
,,20.45,17.58
,,86.97,17.45
,,80.11,17.33
,,69.1,17.58
,,60.68,17.45
,,54.24,17.58
,,48.84,17.33
,,44.58,17.58
,,40.79,17.58
,,37.63,17.58
,,35.08,17.45
,,32.82,17.58
,,30.7,17.33
,,28.84,17.58
,,27.39,17.58
,,25.93,17.58
,,24.49,17.45
,,23.43,17.33
,,22.49,17.58
,,21.58,17.45
,,20.66,17.59
,,19.86,17.45
,,19.08,17.45
,,18.41,17.58
,,17.89,17.58
,,17.63,17.58
,,18.93,17.45
,,20.51,17.45
,,22.36,17.45
,,24.45,17.45
,,27.11,17.58
,,30.43,17.45
,,34.53,17.58
,,40.13,17.45
,,47.78,17.45
,,59.13,17.45
,,77.75,17.59
,,87.42,17.58
,,87.76,17.45
,,87.75,17.45
,,87.68,17.45
,,87.55,17.45
,,87.75,17.58
,,87.88,17.58
,,87.55,17.33
,,87.88,17.58
,,87.75,17.7
,,87.81,17.58
,,87.88,17.58
,,87.88,17.58
,,88.01,17.45
,,88.08,17.58
,,88.01,17.58
,,87.87,17.45
,,87.8,17.58
,,88.01,17.45
,,87.8,17.45
,,0,17.58
,,0,17.7
,,0,17.45
,,0,17.45
,,0,17.58
,,0,18.6
,,0,19.98
,,0,21.76
,,0,23.41
,,0,25.95
,,0,28.62
,,0,32.33
,,0,36.93
,,0,43.33
,,0,52.49
,,0,66.53
,,0,88.34
,,0,0
,,0,2.51
,,0,2.25
,,0,4.26
,,0,8.03
,,0,13.71
,,0,88.92
,,0,84.1
,,0,71.8
,,0,62.74
,,0,55.33
,,0,49.77
,,0,45.28
,,0,41.52
,,0,38.48
,,0,35.63
,,0,33.32
,,0,31.29
,,0,29.34
,,0,27.97
,,0,26.43
,,0,25.15
,,0,24.01
,,0,22.98
,,0,22.08
,,0,21.2
,,0,20.57
,,0,19.68
,,0,18.91
,,0,18.27
,,0,17.76
,,0,18.78
,,0,20.17
,,0,21.81
,,0,23.59
,,0,25.76
,,0,28.81
,,0,32.53
,,0,37.12
,,0,43.68
,,0,52.74
,,0,67.2
,,0,89.51
,,1.29,92.17
,,3.63,92.17
,,7.53,92.57
,,19.28,92.19
,,111.35,92.32
,,80.57,92.26
,,69.42,92.33
,,60.99,92.2
,,54.63,92.07
,,49,92.53
,,44.71,92.34
,,40.98,92.47
,,37.76,92.41
,,35.11,92.28
,,32.85,92.61
,,30.85,92.61
,,28.86,92.35
,,27.53,92.43
,,25.82,92.5
,,24.62,92.63
,,23.44,92.76
,,22.36,92.5
,,21.33,92.5
,,20.53,92.44
,,19.88,92.7
,,19.09,92.57
,,18.28,92.57
,,17.63,92.44
,,17.5,92.31
,,18.82,92.51
,,20.4,92.71
,,22.23,92.58
,,24.08,92.58
,,26.85,92.58
,,30.04,92.32
,,34.26,92.52
,,39.9,92.52
,,47.55,92.52
,,58.78,92.39
,,76.68,92.26
,,87.16,92.26
,,87.42,92.2
,,87.15,92.13
,,87.42,92.2
,,87.35,92.2
,,87.55,92.2
,,87.55,92.33
,,87.34,92.33
,,87.48,92.14
,,87.34,91.94
,,87.4,92.27
,,87.06,92.21
,,87.47,92.01
,,87.13,92.01
,,87.2,91.88
,,87.13,91.88
,,86.99,91.88
,,86.92,91.88
,,87.33,92.21
,,87.39,91.82
,,0,91.69
,,0,91.95
,,0,91.95
,,0,91.75
,,0,91.56
,,0,91.56
,,0,91.42
,,0,91.56
,,0,92.02
,,0,92.02
,,0,92.02
,,0,91.89
,,0,91.76
,,0,91.89
,,0,91.89
,,0,91.89
,,0,91.76
,,0,92.02
,,0,91.96
,,0,91.89
,,0,91.96
,,0,91.89
,,0,92.02
,,0,92.09
,,0,92.22
,,0,92.22
,,0,92.09
,,0,92.22
,,0,92.09
,,0,92.22
,,0,92.22
,,0,92.09
,,0,92.16
,,0,92.29
,,0,92.03
,,0,92.09
,,0,92.09
,,0,92.22
,,0,92.29
,,0,92.29
,,0,92.16
,,0,91.96
,,0,92.22
,,0,92.03
,,0,91.9
,,0,91.9
,,0,91.9
,,0,91.96
,,0,92.03
,,0,91.9
,,0,91.9
,,0,91.9
,,0,92.16
,,0,91.37
,,0,91.63
,,0,91.77
,,0,91.63
,,0,91.63
,,0,91.63
,,0,91.5
,,1.29,91.18
,,3.76,91.24
,,7.78,91.24
,,20.21,91.24
,,85.97,91.24
,,79.1,90.98
,,67.91,91.05
,,60.06,91.18
,,53.31,91.05
,,47.91,90.85
,,43.65,91.18
,,40.03,91.05
,,36.97,91.05
,,34.19,90.92
,,32.08,90.92
,,29.93,90.92
,,28.33,90.92
,,26.74,90.65
,,25.3,90.65
,,23.97,90.65
,,22.79,90.65
,,21.86,90.79
,,20.79,90.65
,,20.01,90.65
,,19.22,90.65
,,18.42,90.52
,,17.77,90.39
,,17.36,90.52
,,17.23,90.52
,,18.42,90.52
,,19.88,90.39
,,21.45,90.52
,,23.69,90.72
,,26.22,90.79
,,29.38,90.65
,,33.5,90.65
,,38.82,90.79
,,46.33,90.65
,,57.54,90.72
,,75.29,90.65
,,86.22,90.65
,,86.08,90.65
,,86.48,91.12
,,86.07,90.85
,,85.93,90.65
,,86.4,90.72
,,86.27,90.52
,,86.6,90.59
,,86.2,90.99
,,86.13,90.59
,,86.26,90.85
,,86.19,90.65
,,86.19,90.59
,,86.25,90.39
,,86.12,90.85
,,86.18,93.22
,,85.98,90.79
,,86.32,90.59
,,86.24,90.85
,,86.44,90.72
,,0,90.59
,,0,90.59
,,0,90.99
,,0,90.72
,,0,90.85
,,0,90.46
,,0,90.99
,,0,90.46
,,0,90.59
,,0,90.85
,,0,90.72
,,0,90.85
,,0,90.59
,,0,90.72
,,0,90.72
,,0,90.72
,,0,90.72
,,0,90.59
,,0,90.72
,,0,90.99
,,0,90.92
,,0,90.85
,,0,91.06
,,0,91.19
,,0,90.99
,,0,91.12
,,0,91.45
,,0,91.45
,,0,91.19
,,0,91.58
,,0,91.06
,,0,91.45
,,0,91.45
,,0,91.19
,,0,91.06
,,0,91.19
,,0,91.19
,,0,91.26
,,0,91.06
,,0,91.26
,,0,91.19
,,0,91.06
,,0,91.19
,,0,91.06
,,0,91.45
,,0,91.06
,,0,91.06
,,0,90.99
,,0,91.06
,,0,90.92
,,0,90.99
,,0,90.79
,,0,90.79
,,0,90.66
,,0,90.92
,,0,90.86
,,0,90.79
,,0,90.99
,,0,90.99
,,0,90.79
,,1.42,90.86
,,3.76,90.99
,,7.8,91.12
,,22.57,90.99
,,87.84,90.86
,,79.77,90.92
,,68.04,90.73
,,59.49,90.79
,,52.88,90.66
,,47.42,90.86
,,42.99,90.86
,,39.37,90.99
,,36.45,90.92
,,33.9,90.6
,,31.66,90.6
,,29.8,90.73
,,28.07,90.73
,,26.5,90.6
,,25.3,90.73
,,23.97,90.73
,,22.79,90.47
,,21.72,90.6
,,20.66,90.6
,,20.15,90.6
,,19.22,90.73
,,18.44,90.73
,,17.77,90.6
,,17.12,90.73
,,17.12,90.6
,,18.31,90.73
,,20.01,90.86
,,21.59,90.6
,,23.56,90.86
,,26.22,90.47
,,29.38,90.86
,,33.24,90.73
,,38.85,90.6
,,46.33,90.6
,,57.59,90.6
,,75.21,90.53
,,85.41,90.6
,,85.33,90.6
,,85.4,90.6
,,85.47,90.6
,,85.73,90.6
,,85.66,90.47
,,85.86,90.47
,,85.59,90.34
,,85.72,90.2
,,85.59,90.47
,,85.58,90.6
,,85.78,90.47
,,85.51,90.47
,,85.65,90.6
,,85.71,90.47
,,85.58,90.47
,,85.64,90.67
,,85.64,90.54
,,85.84,90.34
,,85.57,90.47
,,0,90.34
,,0,90.47
,,0,90.4
,,0,90.47
,,0,90.54
,,0,90.47
,,0,90.54
,,0,90.27
,,0,90.34
,,0,90.34
,,0,90.47
,,0,90.54
,,0,90.54
,,0,90.2
,,0,90.2
,,0,90.47
,,0,90.67
,,0,90.34
,,0,90.6
,,0,90.54
,,0,90.34
,,0,90.54
,,0,90.4
,,0,90.54
,,0,90.47
,,0,90.54
,,0,90.34
,,0,88.1
,,0,90.27
,,0,90.4
,,0,90.67
,,0,90.67
,,0,90.47
,,0,93.04
,,0,90.47
,,0,90.67
,,0,90.67
,,0,90.67
,,0,90.4
,,0,87.97
,,0,90.54
,,0,90.47
,,0,90.34
,,0,90.54
,,0,90.4
,,0,90.4
,,0,90.54
,,0,90.54
,,0,90.27
,,0,90.27
,,0,89.94
,,0,90.27
,,0,90.4
,,0,90.4
,,0,90.54
,,0,90.34
,,0,90.27
,,0,90.4
,,0,90.27
,,0,90.4
,,1.42,90.27
,,3.76,90.4
,,7.67,90.4
,,21.94,90.27
,,87.24,90.27
,,78.64,90.27
,,67.38,90.27
,,58.34,90.27
,,52.12,90.14
,,46.89,90.27
,,42.57,90.27
,,38.98,90.4
,,36.19,90.27
,,33.53,90.14
,,31.4,90.14
,,29.67,90.34
,,27.81,90.14
,,26.1,90.01
,,24.9,90.01
,,23.71,89.88
,,22.66,87.44
,,21.48,89.88
,,20.55,90.14
,,19.76,90.14
,,19.11,90.01
,,18.16,90.14
,,17.51,90.01
,,17.12,90.14
,,16.72,90.27
,,18.05,90.14
,,19.62,90.01
,,21.2,90.14
,,23.3,90.14
,,25.82,90.14
,,28.86,90.14
,,32.98,90.01
,,38.19,90.14
,,45.54,90.01
,,56.08,90.27
,,73.29,90.01
,,84.87,89.88
,,84.94,90.14
,,85,90.14
,,85.06,90.14
,,84.79,90.14
,,85.05,89.88
,,84.92,90.01
,,84.78,90.01
,,84.78,90.14
,,85.25,90.14
,,84.91,90.14
,,84.91,90.01
,,84.97,90.21
,,84.84,90.01
,,85.04,90.01
,,84.9,90.14
,,84.96,90.01
,,84.77,90.01
,,84.96,90.21
,,85.03,90.01
,,0,90.14
,,0,90.14
,,0,90.14
,,0,90.21
,,0,90.14
,,0,90.14
,,0,90.01
,,0,90.01
,,0,90.01
,,0,89.88
,,0,90.14
,,0,90.08
,,0,90.08
,,0,89.95
,,0,89.95
,,0,90.14
,,0,90.01
,,0,90.08
,,0,89.88
,,0,90.4
,,0,90.14
,,0,90.08
,,0,89.88
,,0,90.08
,,0,90.01
,,0,90.14
,,0,89.95
,,0,90.01
,,0,90.01
,,0,90.21
,,0,89.95
,,0,90.08
,,0,90.08
,,0,89.88
,,0,90.08
,,0,89.88
,,0,90.21
,,0,90.21
,,0,90.21
,,0,89.95
,,0,89.95
,,0,90.08
,,0,90.34
,,0,90.21
,,0,90.21
,,0,90.21
,,0,90.08
,,0,90.21
,,0,90.14
,,0,90.34
,,0,90.27
,,0,90.21
,,0,90.21
,,0,90.08
,,0,90.01
,,0,89.88
,,0,90.08
,,0,90.08
,,0,90.21
,,0,90.08
,,1.42,89.95
,,3.76,89.95
,,7.67,90.21
,,21.4,89.81
,,86.9,89.95
,,78.03,90.34
,,66.76,89.95
,,58.47,90.41
,,51.99,90.01
,,46.89,87.51
,,42.57,90.08
,,38.98,90.34
,,35.92,89.95
,,33.4,89.95
,,31.27,89.95
,,29.27,90.08
,,27.55,90.28
,,26.1,89.81
,,24.64,89.81
,,23.33,90.21
,,22.4,89.81
,,21.48,89.95
,,20.42,90.21
,,19.63,89.95
,,18.84,89.81
,,18.18,90.21
,,17.52,89.81
,,16.99,90.08
,,16.86,90.28
,,18.05,89.81
,,19.62,89.95
,,21.33,90.01
,,23.18,89.95
,,25.82,90.15
,,28.73,89.95
,,32.74,90.08
,,38.19,90.21
,,45.57,90.01
,,55.95,89.81
,,73.42,90.08
,,84.74,92.12
,,84.8,90.08
,,84.86,90.01
,,84.79,89.95
,,84.99,90.15
,,85.13,90.01
,,85.05,89.95
,,84.98,90.01
,,85.12,90.15
,,85.05,90.41
,,84.98,90.15
,,85.24,90.15
,,85.11,90.34
,,85.31,90.28
,,85.37,90.01
,,85.23,90.08
,,87.33,90.41
,,85.37,90.08
,,85.16,90.15
,,85.36,92.78
,,0,90.28
,,0,89.95
,,0,90.01
,,0,89.81
,,0,90.21
,,0,89.95
,,0,90.21
,,0,90.01
,,0,90.28
,,0,90.28
,,0,90.28
,,0,90.01
,,0,90.28
,,0,90.01
,,0,90.21
